"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NPIL_630931",214.50836931379,0.789353450436551,1.84517795126112,0.427792587645573,0.668802133987125,0.999987088394324
"NPIL_189601",20.3123570803412,3.35102864375156,1.9734986982149,1.69801411411251,0.089505097991219,0.999987088394324
"NPIL_609701",26.5786146228401,2.70439965852423,1.90791778248254,1.4174613200603,0.156348095499853,0.999987088394324
"NPIL_609721",29.9940897088401,1.76759238406313,1.86407714565669,0.948239931046646,0.343007323170007,0.999987088394324
"NPIL_609741",33.6817578372911,0.290617718104063,2.3280978971052,0.124830540187087,0.90065770892078,0.999987088394324
"NPIL_356101",25.4860248930841,-0.776943893016912,1.77167655518824,-0.438535967946113,0.660997802693267,0.999987088394324
"NPIL_356171",23.3097404640261,0.314544699001744,1.97656111651633,0.159137350407928,0.873560661794321,0.999987088394324
"NPIL_356211",19.3396935983015,1.31784697423145,2.02907076509555,0.649483003205851,0.516026229064056,0.999987088394324
"NPIL_356271",97.0466027005412,0.489380089087111,1.84353473486765,0.265457482211337,0.79065705948754,0.999987088394324
"NPIL_356331",146.020655766625,1.25952228123323,1.72877702291004,0.728562599191122,0.466269263601223,0.999987088394324
"NPIL_602691",47.2465640404501,-0.223111527791497,1.72716503391937,-0.129177885963336,0.89721689403062,0.999987088394324
"NPIL_512121",94.9893362327795,-0.42245415714116,1.6473750414822,-0.256440790046851,0.797610494675766,0.999987088394324
"NPIL_512131",2530.71570940961,-1.86997637452419,1.81136424325877,-1.03235800390979,0.301904437769998,0.999987088394324
"NPIL_512141",107.9797001923,-0.954161497746806,1.67678557324681,-0.569042048649808,0.569327604599511,0.999987088394324
"NPIL_512161",283.886616794471,0.499617943456111,1.59114791093841,0.313998428443683,0.75352223236934,0.999987088394324
"NPIL_512171",69.1899374032664,0.638433600652849,1.7553642289985,0.363704346998741,0.716078796928356,0.999987088394324
"NPIL_512181",74.3720492469653,0.608382228092977,1.66961258586686,0.364385267122974,0.715570335516078,0.999987088394324
"NPIL_512191",116.241354029377,-1.0659474307807,1.71204351563478,-0.622617019395956,0.533536224323664,0.999987088394324
"NPIL_512231",789.878474481806,1.14628989332758,1.79134895552454,0.639903180110391,0.522235546320899,0.999987088394324
"NPIL_512241",120.792487004671,0.715637473535548,1.74064502905225,0.411133494532884,0.680974650884762,0.999987088394324
"NPIL_512251",943.197969993361,-0.196495352969341,1.8585426933797,-0.105725498622806,0.91580014875708,0.999987088394324
"NPIL_512261",114.237154273862,-0.192066696641276,1.65371012464197,-0.116142904236532,0.907539286210237,0.999987088394324
"NPIL_512271",248.302085660224,-0.896774354481913,1.63673844049135,-0.547903276599712,0.583758318869134,0.999987088394324
"NPIL_512281",53.1018686956708,0.725657759701127,1.66707434651346,0.435288180889338,0.663353262770276,0.999987088394324
"NPIL_512371",30.9794982625976,0.805940770424736,1.85535878364792,0.434385401641904,0.664008596855963,0.999987088394324
"NPIL_512491",30.459533158792,1.82999989957618,2.3079880308227,0.792898349184187,0.427837049218331,0.999987088394324
"NPIL_512501",21.9061320872522,-0.0404350471676482,2.00877580491546,-0.020129198623711,0.983940307727561,0.999987088394324
"NPIL_512571",92.9482191965423,-0.0115131960092721,2.17605738767532,-0.00529085127739746,0.995778531147608,0.999987088394324
"NPIL_517691",26.5526582808508,1.30914123049782,2.05373083103066,0.637445380240426,0.523834776968267,0.999987088394324
"NPIL_517701",104.2224436437,0.369568979224022,1.65518488945914,0.223279575337825,0.823317922551126,0.999987088394324
"NPIL_517731",59.2080955648184,0.922770412264756,1.67735389459042,0.550134599049582,0.582227057160191,0.999987088394324
"NPIL_517741",341.350194420044,1.08110266325002,1.60085988456165,0.675326225409192,0.499468525550707,0.999987088394324
"NPIL_327541",458.956260448974,0.569140780708075,1.62242552462792,0.350796244307486,0.725741214990304,0.999987088394324
"NPIL_327581",117.629996837183,0.656036603509929,1.73779412818369,0.377511117611846,0.705793803893508,0.999987088394324
"NPIL_327591",166.277067744138,0.301961499696419,1.76136787579665,0.171435793649775,0.863881112104045,0.999987088394324
"NPIL_327651",48.9491176419499,0.039598032830697,1.67346662211883,0.0236622782356786,0.981121995181983,0.999987088394324
"NPIL_327721",34.5039841561722,-0.0311097378160098,2.0320470000347,-0.0153095562334328,0.987785218605656,0.999987088394324
"NPIL_327741",100.600852140988,-1.23676963644816,1.8887385177969,-0.654812524229543,0.512588466012154,0.999987088394324
"NPIL_113591",53.0971696607898,-0.398190379450701,1.83157527413837,-0.217403229380251,0.827894114703591,0.999987088394324
"NPIL_682701",58.644281705809,-0.549733088857644,1.69267094986361,-0.324772566636143,0.745353208644347,0.999987088394324
"NPIL_42991",56.1244675978067,0.263061563424178,1.89136558082658,0.139085518997978,0.889382571165156,0.999987088394324
"NPIL_251841",514.922463996156,-0.00528537041134867,1.81658457641606,-0.00290950968095092,0.997678550421337,0.999987088394324
"NPIL_251851",77.7867911296826,1.06970148324551,1.637491541622,0.653256188539408,0.513591131820705,0.999987088394324
"NPIL_251861",738.974981691572,0.175438870913954,1.72319680673458,0.101810118396405,0.918907394068012,0.999987088394324
"NPIL_35771",23.2307043621339,0.492997445343595,1.81670999524582,0.271368268261708,0.786107804926811,0.999987088394324
"NPIL_357281",53.4921508436613,-0.866039564591862,1.72645813191694,-0.501627898517451,0.615929291080414,0.999987088394324
"NPIL_545041",23.9122976639025,0.623734237470458,2.27907012178285,0.273679265727256,0.784331113165162,0.999987088394324
"NPIL_545051",61.7607908953582,-2.88143275450251,2.57513798092453,-1.11894305308953,0.263164434250217,0.999987088394324
"NPIL_545071",25.9329580397761,-2.88493058960327,2.58742659023158,-1.11498065316901,0.264858712435761,0.999987088394324
"NPIL_545081",94.1158910929035,-1.17553177527285,1.65702702326106,-0.709422211449143,0.478062508227774,0.999987088394324
"NPIL_442551",22.6179123477391,0.228715186766801,2.34651631283583,0.0974701030270666,0.922353075485623,0.999987088394324
"NPIL_345681",19.9341468926792,-0.40714246296059,2.07756264432871,-0.195971208893268,0.844632701004812,0.999987088394324
"NPIL_345701",38.3387623676578,1.48938941378775,1.85425174201716,0.80322934585328,0.421842186782456,0.999987088394324
"NPIL_574101",11245.1606106954,0.385225438304558,1.95847318152204,0.196696815631234,0.844064802173541,0.999987088394324
"NPIL_574111",1920.46501581068,-0.0444218150423579,1.87523862651075,-0.0236886198984784,0.981100983465571,0.999987088394324
"NPIL_155151",111.129504580873,-1.6133353710731,1.67063252204892,-0.965703318821099,0.334192658326182,0.999987088394324
"NPIL_636211",54.9333241269165,1.83578295217428,1.7372480478622,1.05671896102191,0.290639868800813,0.999987088394324
"NPIL_282801",31.4493997739234,0.668379801772306,1.7975436659476,0.371829521826921,0.710019781872033,0.999987088394324
"NPIL_419471",67.7325020611609,-0.23605880462114,1.64629100649325,-0.143388261060823,0.885983553491761,0.999987088394324
"NPIL_419481",1003.60027049882,-0.407293419767699,1.75915702514629,-0.231527608931801,0.816904939211938,0.999987088394324
"NPIL_419491",64.5816622677482,0.0785777842918146,1.65793881000931,0.0473948639222537,0.962198522418463,0.999987088394324
"NPIL_419511",8468.41420074222,0.432095711852047,1.94551200541203,0.222098712652527,0.824237039990224,0.999987088394324
"NPIL_419521",347.505314665669,0.605485273894969,1.89850494026287,0.318927415491019,0.749781554491251,0.999987088394324
"NPIL_419531",132.495793942354,0.530947201123361,1.61118433231663,0.329538458433209,0.7417487300982,0.999987088394324
"NPIL_378251",29.8172596911792,0.736300835044477,1.75289477976281,0.42004850692984,0.674450018515805,0.999987088394324
"NPIL_378261",26.7820880582031,-0.45674985556573,1.83830195003143,-0.248462911959551,0.803776262460479,0.999987088394324
"NPIL_11291",209.12872810691,-0.0498376091245587,2.05214740682342,-0.0242855893094462,0.980624807807322,0.999987088394324
"NPIL_31521",1882.12937162799,0.962547414845823,1.96742143995142,0.489243125697356,0.624669581093689,0.999987088394324
"NPIL_265291",42.7581935642561,-2.69359586887166,1.79658361350096,-1.49928778634617,0.133798989503665,0.999987088394324
"NPIL_502431",110.605746770724,1.06969148034172,2.1596963030489,0.495297176196303,0.620390363911495,0.999987088394324
"NPIL_502441",153.399894627262,0.368591893698802,1.61469279140547,0.228273697424492,0.819433471188012,0.999987088394324
"NPIL_1171",189.089205698856,0.994280003239588,1.87775393466685,0.52950494997418,0.596455211536962,0.999987088394324
"NPIL_591101",194.752016681241,0.421684611636979,1.82608170706039,0.230923189256304,0.817374475141961,0.999987088394324
"NPIL_591161",324.262344572674,-0.450138007756256,1.61409871164295,-0.278878859458399,0.780337792863946,0.999987088394324
"NPIL_591211",314.949947425437,0.198613634661661,1.76744475791433,0.112373319602947,0.91052740918777,0.999987088394324
"NPIL_591311",155.541018986666,-0.631140007598343,1.69109685784095,-0.373213399736387,0.708989623966472,0.999987088394324
"NPIL_591321",26.2369293957099,0.962551800068391,1.76678737225457,0.544803418444233,0.585888727337374,0.999987088394324
"NPIL_591361",383.36976572894,1.00590805604344,2.03687472262449,0.493848759999996,0.621412994230323,0.999987088394324
"NPIL_591371",290.593160201223,0.28659737393979,1.83502507513169,0.156181720797043,0.875889784608943,0.999987088394324
"NPIL_591381",54.7715564860274,0.551046526613742,1.66477970529438,0.33100266951915,0.740642469127192,0.999987088394324
"NPIL_591391",313.878680139453,0.896180206337512,1.95587397872892,0.458199360533403,0.646809219264287,0.999987088394324
"NPIL_591401",776.940817363735,-0.397350803144757,1.71329821401424,-0.231921565022687,0.816598934666025,0.999987088394324
"NPIL_591411",1259.78079904108,0.0858382099445108,1.79751505069284,0.0477538198700616,0.961912440941167,0.999987088394324
"NPIL_591551",168.169831398907,0.597422006306011,1.62479975148219,0.367689621912499,0.713104679807447,0.999987088394324
"NPIL_591561",237.136777553053,-0.228391237348461,1.63978390543634,-0.139281302000392,0.889227864699691,0.999987088394324
"NPIL_591591",39.0100269486913,0.237570917315029,2.06019337481384,0.115314863264472,0.90819555777124,0.999987088394324
"NPIL_591611",39.5724166541017,1.02224858845901,2.26118208523219,0.452085922286102,0.651207084898901,0.999987088394324
"NPIL_591661",57.848990287784,-0.457543708586639,1.82710938929839,-0.250419439178918,0.802262998134772,0.999987088394324
"NPIL_591671",48.1471625496298,0.399204575575903,1.69607860816293,0.23536914719318,0.813922230448542,0.999987088394324
"NPIL_591861",81.3261804475072,-2.3005104907931,1.94007951501663,-1.1857815481204,0.235708580224764,0.999987088394324
"NPIL_591901",1520.57859779196,0.681013680361724,1.77426524724885,0.383828563072909,0.701105516338197,0.999987088394324
"NPIL_575991",98.1740706404998,0.953936984205096,1.70769526274372,0.558610780867557,0.576427380746775,0.999987088394324
"NPIL_576001",204.575214556767,1.46317815239736,1.85875560989426,0.787181566317153,0.431175586526812,0.999987088394324
"NPIL_576011",345.887765773017,0.930416611109965,1.84747542308376,0.503615149346309,0.61453184475634,0.999987088394324
"NPIL_46561",34.5905978011039,1.95157242124065,1.84526632923596,1.0576101619156,0.290233207738323,0.999987088394324
"NPIL_46571",82.7606668890104,-0.132495683353102,1.75360989745104,-0.0755559623298726,0.939772373234449,0.999987088394324
"NPIL_46591",12873.8379219628,0.238692504377322,1.93424774408239,0.123403274015737,0.901787764601736,0.999987088394324
"NPIL_380631",73.198224994932,-0.248454711600312,1.73580004160678,-0.143135560343877,0.886183120988525,0.999987088394324
"NPIL_476721",996.394912850651,-0.214608163304088,2.25836897279943,-0.095027945339713,0.92429263018527,0.999987088394324
"NPIL_476731",56.3204805340182,-2.3585933300986,2.10709380261102,-1.11935848663972,0.262987233707574,0.999987088394324
"NPIL_364921",25.3984551338878,-0.0514674369613691,2.01466747115993,-0.0255463681714864,0.979619164088576,0.999987088394324
"NPIL_365001",31.753977809214,0.962929823785947,1.92853394023632,0.499306651387193,0.617563370059073,0.999987088394324
"NPIL_365031",615.235705048306,-0.947435533997124,1.81857948458214,-0.520975597728586,0.602383770644687,0.999987088394324
"NPIL_365051",45.4553959654637,-0.290149611063101,1.70788211247495,-0.169888547308828,0.865097788114905,0.999987088394324
"NPIL_365091",69.9891215851722,-0.209879295488411,1.87579705876261,-0.111888060868834,0.910912163204655,0.999987088394324
"NPIL_365131",27.5991700580895,1.62276401071304,1.8581947129689,0.873301381920467,0.382498827519286,0.999987088394324
"NPIL_365181",204.930734636964,-0.319635933892591,1.64484249507902,-0.194326164875279,0.845920499511337,0.999987088394324
"NPIL_365191",100.978371302688,0.919451535980184,1.67809563609959,0.547913668446974,0.583751183040492,0.999987088394324
"NPIL_365201",42.8271586403961,1.15419928095655,1.83367657131282,0.629445398939794,0.529057504202701,0.999987088394324
"NPIL_123481",151.78098681643,0.432350995068717,1.90507892649796,0.226946500249989,0.820465343293092,0.999987088394324
"NPIL_417121",93.2959417806544,-1.92173430935528,4.56610390494049,-0.420869596785998,0.673850307278771,0.999987088394324
"NPIL_308031",1537.80858183575,1.64704089890848,1.92311183401067,0.856445719786121,0.391751284786705,0.999987088394324
"NPIL_653841",60.057683517672,0.655795178516198,1.69488144623727,0.386926873246563,0.69881034574902,0.999987088394324
"NPIL_653851",101.023391095145,-1.51643880662309,1.73200679885529,-0.875538599285714,0.381280917507923,0.999987088394324
"NPIL_653861",28.4508094021559,0.610711194254212,1.76303769562722,0.346397127962113,0.729044283224239,0.999987088394324
"NPIL_653871",176.9902750807,0.285224776011783,1.81132503710675,0.157467472799568,0.87487644100088,0.999987088394324
"NPIL_653881",57.6604795468391,-0.0158889046609623,1.70448282871833,-0.00932183322310718,0.99256236091062,0.999987088394324
"NPIL_43841",62.6614093641923,2.22676705765403,2.63220415066551,0.845970498561454,0.397569202114912,0.999987088394324
"NPIL_43851",512.341048927447,0.194333836617185,2.56023040866951,0.0759048232374428,0.939494819544092,0.999987088394324
"NPIL_51441",30.6934228913098,1.81101453633522,1.76825314572402,1.02418284435948,0.305748920286833,0.999987088394324
"NPIL_51461",165.601131958591,0.951701659785091,1.65219997778206,0.576020864655061,0.564601078823257,0.999987088394324
"NPIL_524491",149.624037250913,0.0792547975878364,1.62650271337486,0.0487271228852666,0.961136760607794,0.999987088394324
"NPIL_524501",120.08734943584,0.728150254911347,1.65105166380588,0.441022089661852,0.659197005242665,0.999987088394324
"NPIL_524511",104.480341414301,-0.168237856660356,1.65262152202668,-0.101800596457221,0.918914952207087,0.999987088394324
"NPIL_524621",42.6327603708412,1.262898637486,2.02434289012487,0.623856088633333,0.532722100502545,0.999987088394324
"NPIL_524631",44.3819570177547,0.994488836216843,1.93061623155299,0.5151147182767,0.606472858295013,0.999987088394324
"NPIL_524641",44.8814313359595,-2.47228770607889,1.98722277178916,-1.24409187594655,0.2134657506926,0.999987088394324
"NPIL_524651",31.1194825141612,0.926418522659505,2.23650088947959,0.414226762447241,0.678708043925018,0.999987088394324
"NPIL_406871",68.7715365760207,0.578683280330139,1.80080921295346,0.321346245991855,0.747948013999657,0.999987088394324
"NPIL_406951",29.6555386171347,1.03156521940445,1.80552064203904,0.571339477038308,0.567769546634733,0.999987088394324
"NPIL_344651",32.4501914570074,-3.11965309539525,1.89848761035035,-1.64323068446022,0.100335213506836,0.999987088394324
"NPIL_111511",25.9510099163239,0.489266423187815,1.78260086609388,0.274467735595753,0.783725195159039,0.999987088394324
"NPIL_618331",23.3644028181724,-3.53144759284332,1.99800649122786,-1.76748554539134,0.0771469476551493,0.999987088394324
"NPIL_225481",119.059263312084,-0.00837143402932192,1.61897187811772,-0.00517083350394875,0.995874290165933,0.999987088394324
"NPIL_457861",395.454003284953,-0.897369740636872,1.66059368993072,-0.540390913248811,0.588927473039952,0.999987088394324
"NPIL_457881",127.21407192114,0.761619515062541,1.69814933753178,0.44849972745597,0.653792582824551,0.999987088394324
"NPIL_229191",87.8509970742603,0.255596107069101,1.75297720050938,0.145806863315068,0.884073857670226,0.999987088394324
"NPIL_134571",19.7254342168624,0.602867160260723,1.98359412093683,0.303926672244822,0.761183756878335,0.999987088394324
"NPIL_207201",63.801939682015,1.38320786705271,2.01631205110536,0.686008827995858,0.49270754151947,0.999987088394324
"NPIL_207211",211.289526410464,0.857058820260759,2.05397541388467,0.417268295651023,0.676482175692872,0.999987088394324
"NPIL_407421",19.9807703569602,0.586018856038993,1.9450684171507,0.301284443709925,0.763197602269536,0.999987088394324
"NPIL_483421",56.791233769371,-1.14131795736586,1.764303177584,-0.646894463415726,0.517700249362319,0.999987088394324
"NPIL_483441",37.1015520870352,0.820012974489684,1.76112799338508,0.46561804568987,0.641488923709245,0.999987088394324
"NPIL_483481",29.4199012591332,0.417014325320846,1.87100305050084,0.222882760778619,0.823626753829667,0.999987088394324
"NPIL_483501",59.1053212740407,1.5343124428263,1.99232534223098,0.770111392102357,0.441233818892501,0.999987088394324
"NPIL_483521",69.9195996462534,0.484678170913001,1.65293250759354,0.293223207049531,0.769351546639265,0.999987088394324
"NPIL_483561",69.01898204078,0.95288484421403,1.64815648601894,0.578151924466645,0.563161553262139,0.999987088394324
"NPIL_483591",368.053594817704,-1.04029224194167,2.41210483325832,-0.431279862963675,0.66626489045072,0.999987088394324
"NPIL_483601",351.464596611806,-0.402365917490394,2.17045964767549,-0.185382814152439,0.852928787110043,0.999987088394324
"NPIL_483611",400.333483787055,-0.939854409221352,2.30546763399196,-0.407663241662594,0.683520927604756,0.999987088394324
"NPIL_483621",77.9082636309157,-0.0549370070756114,2.0350077830722,-0.026995969024096,0.978462949113933,0.999987088394324
"NPIL_483641",42.1026068603294,0.879234768078418,1.9620223554152,0.448126783903212,0.654061699044366,0.999987088394324
"NPIL_483681",27.2402700097863,1.01115178460408,2.05897203504391,0.491095443451476,0.623358944104948,0.999987088394324
"NPIL_483721",109.143667391483,0.386417577223566,1.68231848838918,0.229693473554797,0.818329966680965,0.999987088394324
"NPIL_483751",883.73856732938,0.263525591484257,1.87177960452139,0.140788793107744,0.888036796682665,0.999987088394324
"NPIL_483761",23.5489323542429,-0.281006831518115,1.93279484370617,-0.14538885615986,0.884403862675536,0.999987088394324
"NPIL_483821",1631.20758899463,-1.1897934695637,2.36169324256847,-0.50378831937959,0.614410136737144,0.999987088394324
"NPIL_483831",27.4602299755201,-0.757574956077279,2.29645651497738,-0.329888657214457,0.741484094423561,0.999987088394324
"NPIL_661811",307.973722183635,0.0264464301022252,1.69757075607331,0.0155789854458844,0.987570270834253,0.999987088394324
"NPIL_661821",107.090123286081,0.799659782210855,1.70731245453056,0.468373425197514,0.639517568801086,0.999987088394324
"NPIL_661881",30.8454346421923,1.48396115310376,1.81744716984366,0.816508549864157,0.414209335524051,0.999987088394324
"NPIL_661921",37.6750643992176,0.484460781371552,1.86212596488221,0.260165418724612,0.794736177838883,0.999987088394324
"NPIL_661931",216.017497613765,-1.11742317489231,1.6419153910787,-0.680560752986294,0.496149467774748,0.999987088394324
"NPIL_12551",40.5348349894836,0.611963161054721,2.22370011628438,0.275200399808074,0.7831622798208,0.999987088394324
"NPIL_94271",612.805759866088,-1.77319794931528,1.68025518384271,-1.05531467265586,0.291281432740033,0.999987088394324
"NPIL_690391",20.4627815327297,-1.40185690617173,1.89801112478937,-0.738592565587464,0.460154439960221,0.999987088394324
"NPIL_690401",29.4511136768159,-0.891757969047365,1.90432159655275,-0.468281182475506,0.639583523412586,0.999987088394324
"NPIL_690411",668.278815102879,-1.87042702521576,1.66959435964074,-1.12028829902027,0.262590926667165,0.999987088394324
"NPIL_690421",23.4733896625373,0.75781333042537,1.96814079345694,0.385040202888285,0.70020762986521,0.999987088394324
"NPIL_690471",58.4843415829192,-1.84563215612788,1.93158909222391,-0.955499367623232,0.339325224995936,0.999987088394324
"NPIL_690481",81.7118762113481,-0.0867201509640202,1.72632634259785,-0.0502339267056078,0.95993597607074,0.999987088394324
"NPIL_322641",1389.9164655156,0.563219769703133,1.86170914134782,0.302528336566785,0.762249335375692,0.999987088394324
"NPIL_322651",54.7582144157744,0.992827134085005,1.66526783015168,0.596196669453811,0.551043850322743,0.999987088394324
"NPIL_322661",56.943772950966,0.128381435966244,1.96237803459993,0.0654213580169924,0.947838519266417,0.999987088394324
"NPIL_322681",84.6340205594017,1.54955287885295,1.66642679433505,0.929865556723279,0.352440698340167,0.999987088394324
"NPIL_322691",70.1697167634551,0.913308687662353,1.68135289013027,0.543198690187869,0.586993008321228,0.999987088394324
"NPIL_322701",100.305228849228,-0.315665137448509,1.63231145828376,-0.193385359054211,0.846657180795295,0.999987088394324
"NPIL_322711",24.2908598203222,-0.339644978498336,1.8607077095452,-0.182535374447045,0.855162595860268,0.999987088394324
"NPIL_39421",41.8617728784695,1.90810732241249,2.03484594740384,0.937715862395853,0.348390449812177,0.999987088394324
"NPIL_39431",34.5086112594925,1.97690504969482,2.586217835709,0.764400052616938,0.444628877414664,0.999987088394324
"NPIL_39461",81.2689110628418,0.740970163543882,1.63606463693752,0.452897854287024,0.650622296093889,0.999987088394324
"NPIL_39491",44.4795377108096,0.4237800838689,1.76346635239059,0.240310841936063,0.81008929059849,0.999987088394324
"NPIL_39501",30.2430690310731,-1.04708418624858,1.95577662660254,-0.535380253555596,0.592386941784385,0.999987088394324
"NPIL_39521",327.577455659162,-0.424946963524661,1.59846200114729,-0.265847397823443,0.790356738047298,0.999987088394324
"NPIL_39531",69.2840215539778,-0.398911081009764,1.72134365114948,-0.231744010409181,0.816736846372011,0.999987088394324
"NPIL_39641",607.901484659915,0.921312885461513,1.59730352780246,0.576792619201836,0.564079556113967,0.999987088394324
"NPIL_39661",247.439304294731,0.03096221316886,1.62285498402762,0.019078853917075,0.984778200489957,0.999987088394324
"NPIL_665071",28.8800813753079,0.675107617173528,1.94633748644506,0.346860512051584,0.72869611382278,0.999987088394324
"NPIL_665091",25.6465927458729,0.339665113980864,2.30743158421498,0.147204847287563,0.88297033469811,0.999987088394324
"NPIL_131541",74.5653215612188,0.949717357123434,2.31988994952838,0.409380348975823,0.682260558527199,0.999987088394324
"NPIL_698641",20.3733100969288,1.32396392437344,2.36073517033475,0.560826958063961,0.574915507219359,0.999987088394324
"NPIL_321851",58.6236688351831,1.29956812974883,1.67388941642799,0.776376334657791,0.437526813522324,0.999987088394324
"NPIL_539191",119.497156126167,0.26524599064817,1.84036791779693,0.144126610816869,0.885400491705015,0.999987088394324
"NPIL_528391",31.6066453604938,1.26210116546853,1.77319409511174,0.711767069915151,0.476609027463747,0.999987088394324
"NPIL_594941",110.111868054888,-0.619224983499592,1.66612213713319,-0.371656416836919,0.710148678470118,0.999987088394324
"NPIL_309971",55.7922806336034,-1.64067607978178,1.71649153250176,-0.955831152508231,0.339157546668813,0.999987088394324
"NPIL_534561",43.4443465714475,0.54895550944916,1.77498166949684,0.309273903434042,0.757113180556107,0.999987088394324
"NPIL_534581",45.2222448940053,0.0890540670393824,1.8517350578624,0.0480922293182613,0.961642739147155,0.999987088394324
"NPIL_534591",135.753729246746,-0.264783475129273,1.65177223803784,-0.160302654949458,0.87264266757509,0.999987088394324
"NPIL_534601",66.4755343191344,-1.61060662468529,1.82359964470033,-0.883201874581388,0.377127208954719,0.999987088394324
"NPIL_389531",2933.96072475784,-2.01907609854253,1.88651254087963,-1.0702691102181,0.284498194294961,0.999987088394324
"NPIL_321721",27.0673793228508,0.579457112512743,2.03051926712394,0.285373855788867,0.775357735181123,0.999987088394324
"NPIL_321731",22.2408377470025,2.10793562781966,2.60659040713386,0.808694615790247,0.418690825955363,0.999987088394324
"NPIL_101031",29.6263534228582,0.462529367664107,1.77516939834409,0.260555059193541,0.794435650311864,0.999987088394324
"NPIL_101051",101.846156737417,0.96208858096418,1.62545358466125,0.591889297881542,0.553924720772378,0.999987088394324
"NPIL_101061",37.2385156830769,0.461461481890754,1.70759948728445,0.270239880795821,0.786975713211265,0.999987088394324
"NPIL_101071",57.4189610421178,0.589351893104007,1.83997133012194,0.320304932721397,0.748737184214914,0.999987088394324
"NPIL_438701",2914.06529640345,1.74379011085893,1.91306507506284,0.911516358533519,0.362023370351822,0.999987088394324
"NPIL_438711",24.3218645790894,1.47401552100487,1.88434729466598,0.782241959949401,0.434072389270208,0.999987088394324
"NPIL_438721",545.481624013074,0.62604490735864,1.83809185479308,0.340595006569526,0.733408489105615,0.999987088394324
"NPIL_438731",85.3681814349806,0.655468452109949,1.71572755036748,0.3820352782524,0.702435197437411,0.999987088394324
"NPIL_688771",99.9372388753356,0.026575682484732,1.63020425296469,0.016302056896491,0.986993416594071,0.999987088394324
"NPIL_688831",184.740429967832,1.12415911449367,2.08905780753706,0.538117763155163,0.5904957498604,0.999987088394324
"NPIL_127141",57.7172815705262,0.663413684504255,1.70007333089652,0.390226511084912,0.69636905948974,0.999987088394324
"NPIL_127161",269.756644956985,0.08073766432365,1.59929253639605,0.0504833621656171,0.95973720756643,0.999987088394324
"NPIL_114471",319.470032180058,-2.02530482863872,1.73163808472223,-1.169588984273,0.242166412475251,0.999987088394324
"NPIL_600201",35.734129946842,1.11759387648965,1.75405765459731,0.637147743439605,0.524028612329494,0.999987088394324
"NPIL_440131",27.883737315437,-0.155871216927688,2.25928998596366,-0.0689912396797545,0.944996592608025,0.999987088394324
"NPIL_440151",182.691621741403,1.12235062645517,1.63075723936685,0.688238935484309,0.491302328777704,0.999987088394324
"NPIL_440241",19708.7538411315,0.824497566017403,1.96154489832356,0.420330713164945,0.674243876129798,0.999987088394324
"NPIL_25291",693.26881308265,0.161430334889027,1.710644606973,0.0943681313061739,0.924816730338459,0.999987088394324
"NPIL_25301",67.3149475912942,0.345810186955979,1.68070051874563,0.205753602797762,0.836983385269343,0.999987088394324
"NPIL_25371",91.0927422588087,-0.000993019127042063,1.75384873567483,-0.00056619428280397,0.999548242347473,0.999987088394324
"NPIL_25381",61.8952114687182,1.21729334598427,2.19533997191525,0.554489674290531,0.579243770386059,0.999987088394324
"NPIL_25391",30.0518058740674,1.26022042143652,2.31596210255054,0.544145528136516,0.586341332717583,0.999987088394324
"NPIL_25401",36.781988965735,1.51078030973695,2.2492154108098,0.671692138723615,0.501779707040583,0.999987088394324
"NPIL_25431",227.087895180421,0.209525643360579,1.718058061253,0.121954925788579,0.902934715735717,0.999987088394324
"NPIL_25451",30.0839320470267,-0.307917070253973,2.2738873338461,-0.135414391764589,0.892284245955558,0.999987088394324
"NPIL_25521",102.694365641552,0.241553937243728,1.61740601422144,0.149346506146142,0.881280220129695,0.999987088394324
"NPIL_25531",215.994832030469,0.68838362403148,1.59162940678713,0.432502453835062,0.665376269149969,0.999987088394324
"NPIL_290141",84.9816642355689,0.515200992092722,2.18086102783503,0.236237424355356,0.813248440779919,0.999987088394324
"NPIL_290161",54.1574043035319,0.126118051479456,1.83935622527982,0.068566409130602,0.94533475754581,0.999987088394324
"NPIL_290201",26.1803271834513,0.319619085948886,2.41165954548275,0.13253076560809,0.894564490207948,0.999987088394324
"NPIL_524161",29.5367705106009,-2.06440973563712,1.82069647594018,-1.13385716011291,0.256854469543288,0.999987088394324
"NPIL_524181",28.6346354891833,0.0744881332452282,1.90227861432332,0.0391573204284407,0.968764960883722,0.999987088394324
"NPIL_524191",730.428541571258,-0.0956020026258982,1.7718055946938,-0.0539573883908069,0.956969113892722,0.999987088394324
"NPIL_272711",42.2595659822478,0.764585638708263,1.74500631679261,0.43815637304603,0.661272931559278,0.999987088394324
"NPIL_272751",27.3595973121651,-1.32229287482877,1.91490290909106,-0.690527372720122,0.489862602340897,0.999987088394324
"NPIL_272771",39.6203854662454,0.328195679352422,1.88328102430156,0.174268032820082,0.861654820916725,0.999987088394324
"NPIL_272841",1512.25390835483,-1.22916533995306,1.82355375623187,-0.674049413543456,0.50027989889884,0.999987088394324
"NPIL_272861",548.662348578066,-1.71310519134711,1.80179588545312,-0.950776503142198,0.341717842836893,0.999987088394324
"NPIL_272871",75.6316848157328,0.171582878394087,1.72597036542428,0.0994124127686913,0.920810827621166,0.999987088394324
"NPIL_123571",31.4614277580813,0.951988786053685,2.60593844530009,0.36531514693704,0.714876172986928,0.999987088394324
