"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NPIL_459721",296.19120968107,-10.2325803436804,2.20298584366402,-4.64486885973879,3.40292544651327e-06,0.000977508435178207
"NPIL_108611",3370.10135408036,-8.33706000351926,1.81095415929185,-4.60368362210745,4.15082884703269e-06,0.000983163864276989
"NPIL_146171",2026.01907274818,-7.78780447678202,1.69128735077785,-4.60466074744796,4.13138795058849e-06,0.000983163864276989
"NPIL_441171",46345.1267924047,-7.46765638515665,1.61321709018037,-4.62904616533768,3.67353873779825e-06,0.000983163864276989
"NPIL_308521",2352.35640210318,-7.78735986188714,1.67893529613476,-4.63827276716094,3.51332919427947e-06,0.000983163864276989
"NPIL_96521",750.535501288779,-7.50407730732829,1.62573787909936,-4.61579778868501,3.91588092147503e-06,0.000983163864276989
"NPIL_410801",12330.1228411371,-7.41781835823053,1.60833814640037,-4.61210123930245,3.98618750778053e-06,0.000983163864276989
"NPIL_33691",349.697134127113,-9.15192835214709,1.98296485244879,-4.6152751224235,3.92574913570736e-06,0.000983163864276989
"NPIL_450731",49562.1097661497,-7.62049688928902,1.65273733082278,-4.61083364378013,4.01057392720357e-06,0.000983163864276989
"NPIL_391451",350.087417305239,-8.25913787636607,1.78994341167501,-4.61418937743807,3.94632481387599e-06,0.000983163864276989
"NPIL_282271",5994.60396943446,-7.26816140111283,1.57206326319667,-4.62332628162404,3.77635011345586e-06,0.000983163864276989
"NPIL_603161",455.670278717045,-8.0748434641888,1.76040899111701,-4.5869133280586,4.49847320608301e-06,0.00104713597854012
"NPIL_108941",2307.33748253104,-7.22487962125805,1.58674646433991,-4.55326656376929,5.28192759203777e-06,0.00116903777737872
"NPIL_232061",1308.2648091861,-7.42164575272658,1.62954469744364,-4.55442907725658,5.25280425563835e-06,0.00116903777737872
"NPIL_275751",2839.2545838271,10.5741266669019,2.31998831532018,4.55783617403373,5.16833251446657e-06,0.00116903777737872
"NPIL_301121",2543.5847829823,-10.0367569932628,2.20894868353189,-4.54368047030184,5.52804344516156e-06,0.00120377604117945
"NPIL_403621",7131.37060895899,-7.32416771189034,1.62021777367435,-4.52048349974614,6.16985541789066e-06,0.00132220980947527
"NPIL_269121",2527.02347280761,-7.56706510651261,1.6799777476033,-4.50426508167028,6.66030281917244e-06,0.00140501169315074
"NPIL_428181",4101.47629398474,-7.58837421132287,1.68856805594409,-4.4939700147769,6.99074763105111e-06,0.00140868781741524
"NPIL_390731",1804.74870776034,-7.52141405124161,1.6719843290031,-4.49849554255461,6.84360311449799e-06,0.00140868781741524
"NPIL_52461",5663.60039384609,-7.19434257637593,1.59996432564337,-4.49656436776049,6.90602792894587e-06,0.00140868781741524
"NPIL_80791_1",767.273296746015,-7.82409086078336,1.74345239070835,-4.48769975164305,7.19962972556527e-06,0.00141436836507715
"NPIL_258021",177.496013015473,-10.8337946375333,2.41456685945888,-4.48684806349127,7.22845842458511e-06,0.00141436836507715
"NPIL_72681",21474.1003118821,9.74430509963761,2.18068187332903,4.46846705097885,7.87821445782122e-06,0.00149808131542316
"NPIL_225011",2095.6390527706,10.0215759904258,2.24149941884705,4.47092508976895,7.78819766008232e-06,0.00149808131542316
"NPIL_117511",812.28276921874,-8.61362094831191,1.93274068580703,-4.45668734122769,8.32358627809924e-06,0.00156078803250858
"NPIL_334451",852.424949137674,-9.52992353542468,2.14712699981062,-4.43845358763839,9.06075169139927e-06,0.00167574258336413
"NPIL_183511",207.058146663196,-11.0561844912468,2.49293508797708,-4.43500697012471,9.20693099704332e-06,0.00167976723501462
"NPIL_275741",1322.75105784668,11.4847809078695,2.59232084100548,4.43030844261349,9.40984014910114e-06,0.00169389669137353
"NPIL_135601",1456.66862982595,-7.04213984279827,1.59102652388062,-4.42616118405243,9.59248586340328e-06,0.00170405462686589
"NPIL_431161",999.953201750244,-7.69496702216013,1.74085662871103,-4.42021869880097,9.86010620227778e-06,0.00172884797190847
"NPIL_361201",11313.376492878,-7.24322508828118,1.64986376246826,-4.39019587741296,1.13248601118559e-05,0.00196021713295086
"NPIL_468281",1828.25412359267,-7.08534538951416,1.61748519801801,-4.38047000256707,1.1842359532737e-05,0.00202384425381622
"NPIL_327261",275.253240602484,-7.96645683222546,1.83578650523895,-4.33953338772829,1.42785572913348e-05,0.00240968502487889
"NPIL_590711",1008.67214305119,-7.24705014855744,1.67216884808435,-4.3339224725181,1.46475776589842e-05,0.00241434953305163
"NPIL_225001",31310.8823549868,9.78919091281301,2.25886431587563,4.33367814260164,1.46638516932252e-05,0.00241434953305163
"NPIL_559401",225.448330855865,11.4270955583627,2.63883304858812,4.33035942325972,1.48866157029611e-05,0.00242149636874311
"NPIL_105091",11039.2365627969,-7.04144730431178,1.63793707220994,-4.29897303369005,1.7159134641703e-05,0.0027254761976192
"NPIL_67981",4982.04404762655,-8.90365716017081,2.0706807893643,-4.29986949504865,1.70898718325845e-05,0.0027254761976192
