,NPFM1,NPFM2,NPFM3,NPFM4
NPFM1,0.0,296.4277592175411,417.17673403288904,284.71750224485174
NPFM2,296.4277592175411,0.0,272.3807796850904,345.1598011819959
NPFM3,417.17673403288904,272.3807796850904,0.0,418.303553630093
NPFM4,284.71750224485174,345.1598011819959,418.303553630093,0.0
