"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_478661",0,0,0,0
"NPIL_185991",0,0,0,0
"NPIL_186001",0.385463534971572,0.425221661980026,0.974939372658011,0
"NPIL_186011",0,0,0,0
"NPIL_186021",0,0,0.0626023393208165,0
"NPIL_186031",0,0,0.352637645429493,0
"NPIL_186041",0,0,0,0
"NPIL_186051",0,0,0,0
"NPIL_186061",0,0,0,0
"NPIL_186071",0,0,0,0
"NPIL_186081",0,0,0.486818858977431,0
"NPIL_186091",0.00173911271546969,0.107435507124275,0.217001382564106,0.00642552877889463
"NPIL_186101",0.00524977041576024,0.107138144403994,0.265561196397856,0.0242455179795137
"NPIL_186102",0,0,0,0
"NPIL_186111",0.0229880806278116,0.18475956390735,0.254721470975381,0.0970679373825142
"NPIL_186121",0,0,0.348925670214446,0
"NPIL_186131",0,0,0.180396945144884,0
"NPIL_186141",0,0,1.45705224924714,0
"NPIL_186151",0,0.124039874705327,0.189597361317668,0
"NPIL_186161",0,0,0,0
"NPIL_186171",0,0,0,0
"NPIL_186181",0,0,0,0
"NPIL_186191",0,0,0,0
"NPIL_186201",0,0,0,0
"NPIL_186211",0,0,0.125639691738619,0
"NPIL_186221",0,0,0,0
"NPIL_186231",0,0,0,0
"NPIL_186241",0,0,0,0
"NPIL_186251",0,0,0,0
"NPIL_186261",0,0,0,0
"NPIL_186271",0.050525526537289,0.418026864101161,0.425974795507034,0.443359077374622
"NPIL_186281",0,0,0,0
"NPIL_186292",0,0,0.206743900231013,0.604017516799682
"NPIL_186291",2.13680872647285,0,0,1.57898057380786
"NPIL_186301",6.3622607107788,8.56120957924728,0.353026575072209,0.165223168886768
"NPIL_186311",2.13027531849622,1.3943981928149,0.707970812429266,6.76853026097
"NPIL_186321",0,0,0,0
"NPIL_186331",0.0150257123186371,0.033151039125067,0.36737205914935,0
"NPIL_186341",0,0,0.261007391105294,0
"NPIL_186351",0,0,0.269495436344491,0
"NPIL_186361",0,0,0.196335273467161,0
"NPIL_186372",0,0,0.0197898141315656,0
"NPIL_186371",0,0,0,0
"NPIL_186381",4.84235960983357,1.41965325226699,0.938364372438705,2.1346579874991
"NPIL_186391",1.19888292420032,0.615410167395169,0.373100860471925,1.96702964474596
"NPIL_186401",0.0978822215771545,0.186885266524049,0.542749753850851,0.493787356361733
"NPIL_186411",7.09098416675215,2.10864004471838,0.428879886085846,6.1890810764076
"NPIL_186421",0,0,0,0
"NPIL_186431",0,0.0270684061921964,0.16549834160369,0
"NPIL_186441",0,0,0,0
"NPIL_186442",0,0,0,0
"NPIL_186451",0.178071529684928,0.0755532624351923,0.115484631298475,0.02530476357978
"NPIL_186461",0,0,0,0
