Gene ID,Chr,Gene Name,Description,NPFM1,NPFM2,NPFM3,NPFM4,Avg Expression,Standard Deviation,Z-score_NPFM1,Z-score_NPFM2,Z-score_NPFM3,Z-score_NPFM4
NPIL_553921,BMAW01000022.1,AVEN_66035_1,uncharacterized protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_101111,BMAW01000023.1,map2k6,dual specificity mitogen-activated protein kinase kinase 6,49,48,109,23,57.25,36.53651141894457,-0.452283731467152,-0.27508296739555155,1.471662958898916,-0.7442962600362133
NPIL_101121,BMAW01000023.1,U2af50,splicing factor U2AF 50 kDa subunit,217,307,158,701,345.75,244.62948173377086,-0.5172544928669794,-0.2916663743913947,-0.6726194220257414,1.4815402892841154
NPIL_101131,BMAW01000023.1,Unknown,hypothetical protein,2,0,0,0,0.5,1.0,1.5,-0.5000000000000001,-0.5000000000000001,-0.5000000000000001
NPIL_678831,BMAW01000025.1,NCL1_38110,uncharacterized protein,19,0,0,2,5.25,9.215023964519391,1.4719799018113513,-0.6266952312144771,-0.6266952312144771,-0.21858943938239714
NPIL_195111,BMAW01000035.1,Unknown,uncharacterized protein,0,8,14,12,8.5,6.191391873668904,-1.1702951648313233,-0.20498399023959243,0.12076462936276212,1.2545145257081538
NPIL_698291,BMAW01000036.1,Unknown,hypothetical protein,0,0,6,0,1.5,3.0,-0.5,-0.5,1.5,-0.5
NPIL_698301,BMAW01000036.1,AVEN_115995_1,uncharacterized protein,191,519,934,212,464.0,347.3509272575311,-1.1578533145028334,0.34138848442497466,1.1858962869719738,-0.3694314568941152
NPIL_698311,BMAW01000036.1,KAT14,cysteine-rich protein 2-binding protein,7,0,4,18,7.25,7.7190241179396075,-0.25750804636603736,-0.7189682726312324,-0.49665300916549227,1.473129328162762
NPIL_698321,BMAW01000036.1,Unknown,hypothetical protein,26,24,30,47,31.75,10.468205831628136,-0.49739817612098813,-0.4817869044102957,-0.5206239519187638,1.4998090324500475
NPIL_698331,BMAW01000036.1,Unknown,hypothetical protein,5,40,64,4,28.25,29.124731758421397,-0.901834640585106,0.6581896805104926,1.0502079582265524,-0.806562998151939
NPIL_698341,BMAW01000036.1,RPL23A,60S ribosomal protein L23a,58264,31556,928,13186,25983.5,24930.821105611423,1.2036906658288056,0.22039190382084328,-1.2062834355651566,-0.21779913408449175
NPIL_698351,BMAW01000036.1,pps,putative phosphoenolpyruvate synthase,651,448,205,53,339.25,263.92975706931315,1.132702383142822,0.5347528919751736,-0.6908621265226678,-0.9765931485953282
NPIL_698361,BMAW01000036.1,Unknown,hypothetical protein,8,5,16,4,8.25,5.439056290693573,-0.17465490159579986,-0.8994497226125663,1.4268937277417788,-0.3527891035334127
NPIL_434501,BMAW01000039.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_73331,BMAW01000044.1,AVEN_150302_1,uncharacterized protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_446311,BMAW01000056.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_446321,BMAW01000056.1,Unknown,hypothetical protein,0,5,1,0,1.5,2.3804761428476167,-0.6004885446424775,1.4830003097234414,-0.2820232204384866,-0.6004885446424775
NPIL_622451,BMAW01000058.1,AVEN_155426_1,integrase catalytic domain-containing protein,0,0,6,0,1.5,3.0,-0.5,-0.5,1.5,-0.5
NPIL_287001,BMAW01000065.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_389651,BMAW01000069.1,Unknown,hypothetical protein,0,0,4,2,1.5,1.9148542155126762,-0.8642290542917296,-0.8642290542917296,0.785385643431689,0.9430724651517701
NPIL_375021,BMAW01000070.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_375031,BMAW01000070.1,Orct,organic cation transporter protein,15,0,8,0,5.75,7.22841614740048,1.3423521563187801,-0.7630069079677873,0.18366165961679437,-0.7630069079677873
NPIL_341411,BMAW01000081.1,X975_21745,putative transposase-like protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_186881,BMAW01000084.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_186891,BMAW01000084.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_186901,BMAW01000084.1,AVEN_41888_1,uncharacterized protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608391,BMAW01000086.1,miox,inositol oxygenase,70,36,16,1588,427.5,773.9877260008714,-0.4799339312650821,-0.5008726178613293,-0.5190023175781674,1.499808866704579
NPIL_608401,BMAW01000086.1,NCL1_42649,uncharacterized protein,4,22,59,6,22.75,25.473842793474773,-0.9070533609532911,0.09903897311389052,1.3634345900029432,-0.5554202021635422
NPIL_608411,BMAW01000086.1,AVEN_225796_1,uncharacterized protein,12,8,5,29,13.5,10.723805294763608,-0.3351211837852455,-0.4741373562658332,-0.6759811748732734,1.4852397149243521
NPIL_608421,BMAW01000086.1,Unknown,hypothetical protein,3,4,32,4,10.75,14.174507634012077,-0.666344458194568,-0.5399193410118192,1.479754963296146,-0.2734911640897589
NPIL_608431,BMAW01000086.1,Unknown,hypothetical protein,19,10,8,55,23.0,21.863211109075447,-0.3468634492546321,-0.5240975349459587,-0.6194415437475956,1.4904025279481863
NPIL_608442,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,aop,ets DNA-binding protein pokkuri,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608441,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,aop,ets DNA-binding protein pokkuri,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608451,BMAW01000086.1,Unknown,hypothetical protein,4,2,4,0,2.5,1.9148542155126762,0.911630578120108,-0.1069719737838256,0.5552063240868258,-1.3598649284231081
NPIL_608461,BMAW01000086.1,AVEN_225813_1,uncharacterized protein,2,4,6,8,5.0,2.581988897471611,-0.8098850347137602,-0.38163051624261607,-0.2669674778712333,1.4584830288276096
NPIL_608471,BMAW01000086.1,AVEN_128850_1,uncharacterized protein,0,0,4,0,1.0,2.0,-0.5,-0.5,1.5,-0.5
NPIL_608481,BMAW01000086.1,AVEN_225813_1,uncharacterized protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608482,BMAW01000086.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608491,BMAW01000086.1,Tyms,thymidylate synthase,22,47,95,33,49.25,32.170120712653016,-1.3107088013255488,-0.07759643054883705,1.0893269595305783,0.2989782723438083
NPIL_608501,BMAW01000086.1,Unknown,hypothetical protein,0,16,18,0,8.5,9.848857801796104,-0.8611449199701743,0.9909865682157367,0.731303271724612,-0.8611449199701743
NPIL_608511,BMAW01000086.1,Unknown,uncharacterized protein,10,0,4,10,6.0,4.898979485566356,0.2502266102241019,-0.9772674526079382,-0.5633131065685553,1.2903539489523914
NPIL_608521,BMAW01000086.1,AVEN_225816_1,TIL domain-containing protein,0,2,4,4,2.5,1.9148542155126762,-1.0463304356572516,-0.33427230503050553,0.04206426800028938,1.3385384726874678
NPIL_608531,BMAW01000086.1,Picot,putative inorganic phosphate cotransporter,21,33,110,12,44.0,44.83302354291979,-0.6524167717040205,-0.19722665729185795,1.4675362064454827,-0.6178927774496042
NPIL_608541,BMAW01000086.1,Unknown,hypothetical protein,0,36,69,2,26.75,32.65348373451139,-0.8987526441997531,0.5067198543128053,1.1600272402185388,-0.7679944503315908
NPIL_608551,BMAW01000086.1,SLC17A5_8,sialin,63,152,54,62,82.75,46.342025563556604,-0.6295487443333055,1.27039102212845,-0.9466940893349015,0.30585181153975777
NPIL_608561,BMAW01000086.1,CSH_0402,putative sialin,37,154,176,12,94.75,82.24911347039959,-0.7592003229837978,0.9996463651866042,0.7150658105445761,-0.9555118527473824
NPIL_608571,BMAW01000086.1,Hdlbp_3,vigilin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608581,BMAW01000086.1,HDLBP,vigilin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608591,BMAW01000086.1,Hdlbp_1,vigilin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608601,BMAW01000086.1,Unknown,hypothetical protein,0,2,6,0,2.0,2.8284271247461903,-0.7571454604180488,0.16261917543421228,1.3516717454018852,-0.7571454604180488
NPIL_608612,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,KAT5,histone acetyltransferase KAT5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608611,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,KAT5,histone acetyltransferase KAT5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608613,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,KAT5,histone acetyltransferase KAT5,0,12,4,0,4.0,5.656854249492381,-0.6631340891508302,1.4508563496032039,-0.12458817130154373,-0.6631340891508302
NPIL_80394,BMAW01000086.1;BMAW01000086.1,Unknown,tRNA-Leu,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608621,BMAW01000086.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608631,BMAW01000086.1,Slc7a8,large neutral amino acids transporter small subunit 2,231,204,406,72,228.25,137.36174867844394,-0.021437574839037826,-0.09100360865055912,1.2778869258404317,-1.1654457423508344
NPIL_608641,BMAW01000086.1,CSNK2A1,casein kinase II subunit alpha,1540,490,130,645,701.25,599.3381766582203,1.081838947287833,-0.4748678930304862,-1.1460761887036761,0.5391051344463296
NPIL_608651,BMAW01000086.1,SOCS6,suppressor of cytokine signaling 6,9,18,2,8,9.25,6.601767440112787,-0.2983539757697996,1.0915771051578482,-1.234717423801178,0.4414942944131301
NPIL_608661,BMAW01000086.1,Coq9,"ubiquinone biosynthesis protein COQ9, mitochondrial",187,206,203,165,190.25,18.786076404259266,-0.5954227515924781,0.07863852277617635,-0.8609279381337911,1.3777121669500934
NPIL_608671,BMAW01000086.1,CARMIL1,hypothetical protein,177,147,268,75,166.75,79.92652876235775,0.029375458777271463,-0.37250105239249026,1.3550982761852264,-1.011972682570009
NPIL_608681,BMAW01000086.1,AVEN_197846_1,DUF1758 domain-containing protein,0,0,4,0,1.0,2.0,-0.5,-0.5,1.5,-0.5
NPIL_608691,BMAW01000086.1,AVEN_220417_1,DUF1758 domain-containing protein,0,0,2,0,0.5,1.0,-0.5,-0.5,1.5,-0.5
NPIL_608701,BMAW01000086.1,AVEN_92650_1,integrase catalytic domain-containing protein,0,8,37,0,11.25,17.576025337563287,-0.6793944450230885,-0.08010958797709142,1.4388984780232688,-0.6793944450230885
NPIL_608711,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,E(z),histone-lysine N-methyltransferase E(z),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608712,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,E(z),histone-lysine N-methyltransferase E(z),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608721,BMAW01000086.1,brms1l,breast cancer metastasis-suppressor 1-like protein,85,85,93,74,84.25,7.804912982645397,-0.5130380399208085,-0.17911064320573908,-0.764145557219786,1.4562942403463333
NPIL_608732,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,PPP1R37,protein phosphatase 1 regulatory subunit 37,0,0,1,1,0.5,0.5773502691896257,-0.7658650665803592,-0.7658650665803592,0.1941121482810965,1.3376179848796221
NPIL_608731,BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1;BMAW01000086.1,PPP1R37,protein phosphatase 1 regulatory subunit 37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608741,BMAW01000086.1,POL_683,retrovirus-related Pol polyprotein from transposon 412,0,0,4,0,1.0,2.0,-0.5,-0.5,1.5,-0.5
NPIL_608751,BMAW01000086.1,POL_822,retrovirus-related Pol polyprotein from transposon 412,0,0,3,0,0.75,1.5,-0.5000000000000001,-0.5000000000000001,1.5000000000000002,-0.5000000000000001
NPIL_608761,BMAW01000086.1,pol_2,retrovirus-related Pol polyprotein from transposon 17.6,0,0,4,0,1.0,2.0,-0.4999999999999999,-0.4999999999999999,1.4999999999999998,-0.4999999999999999
NPIL_608771,BMAW01000086.1,pol_3429,retrovirus-related Pol polyprotein from transposon 297,0,0,8,0,2.0,4.0,-0.5000000000000001,-0.5000000000000001,1.5000000000000002,-0.5000000000000001
NPIL_608781,BMAW01000086.1,cptp,ceramide-1-phosphate transfer protein,63,24,40,2,32.25,25.747168129071333,1.2785046863928569,-0.21452353647975644,0.08175916047415438,-1.145740310387255
NPIL_608791,BMAW01000086.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608801,BMAW01000086.1,Unknown,hypothetical protein,0,16,27,0,10.75,13.200378782444085,-0.8524871662430752,0.6367761030550634,1.0681982294310874,-0.8524871662430752
NPIL_608811,BMAW01000086.1,Unknown,hypothetical protein,0,11,20,0,7.75,9.673847907287634,-0.843887141562747,0.5687344846427885,1.1190397984827058,-0.843887141562747
NPIL_608821,BMAW01000086.1,sog,dorsal-ventral patterning protein Sog,867,609,989,245,677.5,328.98378886099135,0.8483529027114007,-0.18210340274560732,0.6731534185836476,-1.339402918549441
NPIL_608831,BMAW01000086.1,AVEN_139941_1,uncharacterized protein,50,329,58,212,162.25,133.8515969273434,-0.8614652552869622,0.7886831208653436,-0.8672703542435946,0.9400524886652134
NPIL_608841,BMAW01000086.1,Unknown,hypothetical protein,2,1,2,2,1.75,0.5,-0.10872317291503136,-0.9145217097897931,-0.39068412212910064,1.4139290048339257
NPIL_608851,BMAW01000086.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_608861,BMAW01000086.1,Unknown,hypothetical protein,0,0,13,0,3.25,6.5,-0.5,-0.5,1.5,-0.5
NPIL_608871,BMAW01000086.1,Unknown,hypothetical protein,0,6,1,0,1.75,2.8722813232690143,-0.5841072300899334,1.488340323663339,-0.32012586348347255,-0.5841072300899334
NPIL_608881,BMAW01000086.1,Unknown,hypothetical protein,2,4,2,2,2.5,1.0,-0.7207893831785342,1.1128449067680513,-0.9593052708925275,0.567249747303011
NPIL_608891,BMAW01000086.1,AVEN_14268_1,g_PROTEIN_RECEP_F1_2 domain-containing protein,0,0,8,0,2.0,4.0,-0.5,-0.5,1.5,-0.5
NPIL_608901,BMAW01000086.1,Unknown,hypothetical protein,0,0,3,3,1.5,1.7320508075688772,-0.7658650665803587,-0.7658650665803587,0.19411214828109402,1.3376179848796232
NPIL_608911,BMAW01000086.1,Unknown,hypothetical protein,0,0,6,0,1.5,3.0,-0.5,-0.5,1.5,-0.5
NPIL_666291,BMAW01000102.1,NCL1_17491,uncharacterized protein,0,1,0,0,0.25,0.5,-0.5,1.5,-0.5,-0.5
NPIL_154111,BMAW01000103.1,NCL1_56917,uncharacterized protein,5,0,7,9,5.25,3.8622100754188224,-0.26902094825736855,-0.9837567476512185,-0.14013721590994022,1.3929149118185271
NPIL_154121,BMAW01000103.1,NCL1_48983,uncharacterized protein,74,39,73,10,49.0,30.670289641062514,1.0244018019169552,-0.2582911687048066,0.5086912475134746,-1.2748018807256232
NPIL_154131,BMAW01000103.1,NCL1_20329,uncharacterized protein,3,6,49,11,17.25,21.422340363897373,-0.8537025147220382,-0.6451372665612631,1.3542874706426133,0.14455231064068783
NPIL_154141,BMAW01000103.1,NCL1_56917,uncharacterized protein,5,6,23,4,9.5,9.03696114115064,-0.6966295409994937,-0.4514581383611177,1.4828452954902456,-0.3347576161296341
NPIL_154151,BMAW01000103.1,NCL1_56917,uncharacterized protein,38,6,0,6,12.5,17.233687939614086,1.4430459433596312,-0.4379858436005746,-0.8347302185240987,-0.17032988123495785
NPIL_154161,BMAW01000103.1,Unknown,hypothetical protein,0,0,3,0,0.75,1.5,-0.5000000000000001,-0.5000000000000001,1.5000000000000002,-0.5000000000000001
NPIL_154171,BMAW01000103.1,Unknown,hypothetical protein,0,5,23,2,7.5,10.535653752852738,-0.8435086450573945,-0.192834836283148,1.443996774348496,-0.40765329300795367
NPIL_154181,BMAW01000103.1,Nphs1,nephrin,2,11,37,2,13.0,16.55294535724685,-0.7664515349832564,-0.00906587184502453,1.415318003489486,-0.6398005966612055
NPIL_154192,BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1,X975_03211,nephrin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_154191,BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1;BMAW01000103.1,X975_03211,nephrin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_154201,BMAW01000103.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_390611,BMAW01000104.1,Unknown,hypothetical protein,1,573,363,0,234.25,283.2000176553667,-0.7753935416581834,1.317771762607103,0.2363320072882847,-0.7787102282372041
NPIL_390621,BMAW01000104.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_390631,BMAW01000104.1,Unknown,hypothetical protein,0,0,2,0,0.5,1.0,-0.5,-0.5,1.5,-0.5
NPIL_390641,BMAW01000104.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_390651,BMAW01000104.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_390661,BMAW01000104.1,Unknown,hypothetical protein,2,0,0,0,0.5,1.0,1.5000000000000002,-0.5000000000000001,-0.5000000000000001,-0.5000000000000001
NPIL_390671,BMAW01000104.1,Unknown,hypothetical protein,7,70,126,4,51.75,58.105507484230785,-0.8454733728118512,0.5527761101198896,1.130416084357509,-0.8377188216655475
NPIL_348701,BMAW01000108.1,Unknown,nuclear transcription factor Y subunit gamma isoform X9,39,19,10,68,34.0,25.703436864876,-0.17956574546493734,-0.520458248226962,-0.7572058134867703,1.4572298071786693
NPIL_350751,BMAW01000123.1,Glra2,glycine receptor subunit alpha-2,0,25,47,0,18.0,22.642143596988927,-0.8394714063385303,0.5385137417409659,1.1404290709360951,-0.8394714063385303
NPIL_105361,BMAW01000130.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_238461,BMAW01000139.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_40911,BMAW01000143.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_452821,BMAW01000145.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_601861,BMAW01000155.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_249391,BMAW01000167.1,AVEN_194035_1,uncharacterized protein,130,2250,104,16,625.0,1084.4310336147093,-0.4600677125919744,1.4991175509365082,-0.4953176369764843,-0.5437322013680495
NPIL_249401,BMAW01000167.1,Pxdn,peroxidasin homolog,2867,229,262,20,844.5,1352.5843165338467,1.4962851532645827,-0.43775449686700296,-0.4612279659411476,-0.5973026904564324
NPIL_249411,BMAW01000167.1,Pxd,peroxidase,0,5,9,0,3.5,4.358898943540674,-0.8451498089042797,0.5778604506834208,1.1124391671251388,-0.8451498089042797
NPIL_80395,BMAW01000181.1,Unknown,tRNA-Thr,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_161971,BMAW01000181.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_453361,BMAW01000183.1,Unknown,retinal-binding protein,0,5,7,22,8.5,9.46924847422786,-0.6991838754918888,-0.4028673834457053,-0.38213601005159864,1.4841872689891928
NPIL_453371,BMAW01000183.1,SEC14L2,SEC14-like protein 2,0,32,86,2,30.0,40.099875311526844,-0.8269565086391688,0.22028372764970625,1.3240204945532108,-0.7173477135637484
NPIL_453381,BMAW01000183.1,SEC14L2,SEC14-like protein 2,0,24,68,2,23.5,31.59641329855864,-0.8293183577115038,0.1744088668083944,1.3441551408738788,-0.6892456499707698
NPIL_453391,BMAW01000183.1,SEC14L2,SEC14-like protein 2,11,84,117,10,55.5,53.681157463924585,-0.9427226866481674,0.7992620157591283,0.9267635757918027,-0.7833029049027636
NPIL_453401,BMAW01000183.1,AVEN_149155_1,uncharacterized protein,81,97,9,25,53.0,42.58325179379016,0.476302702659069,1.078867678725594,-1.2247444518470436,-0.33042592953761885
NPIL_453411,BMAW01000183.1,Unknown,hypothetical protein,4,63,127,30,56.0,53.135048069361275,-1.2892902966917903,0.24615428151864485,1.1269902682735995,-0.0838542531004536
NPIL_453421,BMAW01000183.1,MAP2K7,hypothetical protein,53,51,132,18,63.5,48.40454524112379,-0.31219969819392035,-0.21479656051694568,1.4291591559172054,-0.9021628972063392
NPIL_453431,BMAW01000183.1,Unknown,hypothetical protein,0,0,2,0,0.5,1.0,-0.5,-0.5,1.5,-0.5
NPIL_453441,BMAW01000183.1,SEC14L2,SEC14-like protein 2,188,95,114,4,100.25,75.67639438204404,1.2043514310270151,0.07751750248022114,-0.04012888836451909,-1.241740045142717
NPIL_453451,BMAW01000183.1,Sec14l2,SEC14-like protein 2,870,317,65,4,314.0,394.650055956751,1.3862414158898897,0.07372271634230167,-0.6701821319001665,-0.7897820003320244
NPIL_453461,BMAW01000183.1,Sec14l2,SEC14-like protein 2,12,26,18,1,14.25,10.53169818531972,-0.21908856371003368,1.2873088950558218,0.06767412782909688,-1.135894459174885
NPIL_453471,BMAW01000183.1,Unknown,hypothetical protein,1,0,6,0,1.75,2.8722813232690143,-0.2136141359859368,-0.6286951222519386,1.4710043804898139,-0.6286951222519386
NPIL_453481,BMAW01000183.1,Sec14l2,SEC14-like protein 2,74,204,41,9,82.0,85.553102417933,-0.1431187726466688,1.4512157833909052,-0.5593625185677644,-0.7487344921764719
NPIL_453491,BMAW01000183.1,SEC14L2,SEC14-like protein 2,8,54,92,6,40.0,41.150131632029236,-0.8902332052744054,0.5881064903871633,1.1039472224206375,-0.8018205075333946
NPIL_535711,BMAW01000185.1,CYP9E2,cytochrome P450 9e2,17,0,1,5,5.75,7.804912982645397,1.2797568057285058,-0.8469100472079066,-0.7414413465476003,0.30859458802700107
NPIL_339711,BMAW01000190.1,Unknown,hypothetical protein,0,29,24,0,13.25,15.435349040433131,-0.8252129969750152,1.1967597897845175,0.4536662041655127,-0.8252129969750152
NPIL_339721,BMAW01000190.1,X975_22565,uncharacterized protein,0,1,3,4,2.0,1.8257418583505538,-0.8457004809246562,-0.5071258047725332,-0.06942351321658828,1.4222497989137781
NPIL_339731,BMAW01000190.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_339741,BMAW01000190.1,Unknown,hypothetical protein,361,3,6,154,131.0,168.75820967684308,1.0588449102494144,-0.8584830960165437,-0.8491074060438722,0.6487455918110013
NPIL_339751,BMAW01000190.1,AVEN_55277_1,uncharacterized protein,22,4,2,28,14.0,12.96148139681572,0.08880795722355123,-0.6754059782514652,-0.793874225943561,1.380472246971475
NPIL_339761,BMAW01000190.1,Unknown,hypothetical protein,15,0,0,30,11.25,14.361406616345072,-0.09949821985236776,-0.6723833744272512,-0.6723833744272512,1.4442649687068698
NPIL_339771,BMAW01000190.1,Unknown,hypothetical protein,0,20,41,2,15.75,19.085334683992315,-0.9319951907652643,0.43147012924961514,1.2041901546772489,-0.7036650931615995
NPIL_339781,BMAW01000190.1,Unknown,hypothetical protein,4,14,36,12,16.5,13.69914839202301,-1.2556429005461442,-0.2285738730483514,1.1093039582289543,0.37491281536554094
NPIL_339791,BMAW01000190.1,Unknown,hypothetical protein,222,14,10,102,87.0,99.51214331259611,1.0085340338434636,-0.828109075881961,-0.8904680251326199,0.7100430671711173
NPIL_339801,BMAW01000190.1,Unknown,hypothetical protein,212,2,5,36,63.75,100.02124774266716,1.429439644158193,-0.7009218008618004,-0.6805197386844964,-0.04799810461189601
NPIL_339811,BMAW01000190.1,Unknown,hypothetical protein,18,0,3,0,5.25,8.616843969807043,1.4857182327877119,-0.5925833975176453,-0.30055143775242144,-0.5925833975176453
NPIL_339821,BMAW01000190.1,Unknown,hypothetical protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NPIL_339831,BMAW01000190.1,Unknown,hypothetical protein,0,8,52,0,15.0,24.953289696283868,-0.6309292582936544,-0.2080323272739081,1.4698908438612168,-0.6309292582936544
NPIL_339842,BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1;BMAW01000190.1,Ars2,serrate RNA effector molecule homolog,101,21,8,41,42.75,41.13696634415329,1.1178671634629422,-0.645682237611637,-1.0177535630142858,0.5455686371629798
